lemma,pos,gender,plural,derived_verbs,derived_adj,gloss,etym_lang,source,notes,ipa_raw_lemma,ipa_raw_pl
abumarkub,N,MASC,abumarkubi,,,shoebill,,https://en.wiktionary.org/wiki/abumarkub,,a.bu.marˈkub,
abundant,ADJ,,,,,,,https://en.wiktionary.org/wiki/abundant,,əˈbʌn.dənt | ə.βunˈdan | ə.bunˈdant | a.bunˈdant | aː.bʏnˈdɑnt | abʊnˈdant,
abundat,ADJ,,,,,abundant,,https://en.wiktionary.org/wiki/abundat,,ə.βunˈdat | ə.bunˈdat | a.bunˈdat,
abundent,ADJ,,,,,abundant,la,https://ro.wiktionary.org/wiki/abundent,,a.bunˈdent,
abundență,N,FEM,,,,abundance,la,https://ro.wiktionary.org/wiki/abunden%C8%9B%C4%83,needs plural confirmation,a.bun'den.ʦə | fr:abondance | tr:bolluk,
abur,N,MASC,aburi,,,"steam, vapor",sq,https://ro.wiktionary.org/wiki/abur,,ˈa.bur,
aburcare,N,FEM,aburcări,,,climb,,https://en.wiktionary.org/wiki/aburcare,,,
aburcat,ADJ,,,,,climbing,,https://en.wiktionary.org/wiki/aburcat,,,
abureală,N,FEM,abureli,,,"fog, haze",,https://ro.wiktionary.org/wiki/abureal%C4%83,,a.bu're̯a.lə,
aburire,N,FEM,aburiri,,,steaming,,https://ro.wiktionary.org/wiki/aburire,,,
aburit,ADJ,,,,,"dampened, moistened, steamed",,https://ro.wiktionary.org/wiki/aburit,,a.buˈrit,
aburitor,ADJ,,,,,moistening,,https://en.wiktionary.org/wiki/aburitor,,,
aburos,ADJ,,,,,steamy,,https://ro.wiktionary.org/wiki/aburos,,,
abuz,N,NEUT,abuzuri,,abuziv,abuse,,https://ro.wiktionary.org/wiki/abuz,,aˈbuz,
abuzare,N,FEM,abuzări,,,abuse,,https://en.wiktionary.org/wiki/abuzare,,,
abuzat,N,NEUT,abuzaturi,,,abusing,,https://en.wiktionary.org/wiki/abuzat,,,
abuziv,ADJ,,,,,abusive,,https://ro.wiktionary.org/wiki/abuziv,,a.buˈziv | fr:abusif | fr:abusive,
abătut,ADJ,,,,,downcast,,https://ro.wiktionary.org/wiki/ab%C4%83tut,,abəˈtut,
abțibild,N,NEUT,abțibilduri,,,sticker,,https://ro.wiktionary.org/wiki/ab%C8%9Bibild,,ab.ʦiˈbild | ap.ʦiˈbild,
abțiguire,N,FEM,abțiguiri,,,intoxication,,https://ro.wiktionary.org/wiki/ab%C8%9Biguire,,,
abțiguit,ADJ,,,,,drunk,,https://ro.wiktionary.org/wiki/ab%C8%9Biguit,,"ab.ʦi.guˈit | (xmaç), | fr:ivre | fr:saoul | tr:sarhoş",
abținere,N,FEM,abțineri,,,abstention,,https://ro.wiktionary.org/wiki/ab%C8%9Binere,,fr:abstention | tr:çekimserlik,
abținut,N,MASC,abținuți,,,abstainer,,https://en.wiktionary.org/wiki/ab%C8%9Binut,,ab.t͡siˈnut,
ac,N,NEUT,ace,,,needle,,https://ro.wiktionary.org/wiki/ac,,ak,
acacia,N,FEM,acacii,,,shrubs or trees of the genus,fr,https://ro.wiktionary.org/wiki/acacia,,əˈkeɪ.ʃə | əˈkeɪ.sjə | -eɪʃə | aːˈkaː.si.aː | aˈka.t͡ʃa | -atʃa | aˈkaː.ki.a | aˈkaː.t͡ʃi.a | aˈkaː.ki.aː | aˈkaθja | aˈka.θja | aˈkasja | aˈka.sja,
acadea,N,FEM,acadele,,,lollipop,,https://ro.wiktionary.org/wiki/acadea,,a.kaˈde̯a,
academic,ADJ,,,,,,la,https://ro.wiktionary.org/wiki/academic,,a.kaˈde.mik,
academician,N,MASC,academicieni,,,,,https://ro.wiktionary.org/wiki/academician,,əˌka.dəˈmɪʃ.n̩ | ˌa.kə.dəˈmɪʃ.n̩ | ˌæ.kə.dəˈmɪʃ.n̩ | əˌkæ.dəˈmɪʃ.n̩ | -ɪʃən,
academiciană,N,FEM,academiciene,,,,,https://ro.wiktionary.org/wiki/academician%C4%83,,a.ka.de.mi.ʧi'a.nə,
academie,N,FEM,academii,,,academy,la,https://ro.wiktionary.org/wiki/academie,,ˌaː.kaːˈdeː.mi,
academism,N,NEUT,academism,,,,,https://ro.wiktionary.org/wiki/academism,,əˈkæd.əˌmɪz.əm | -ædəmɪzm,
acadian,N,NEUT,acadian,,,Acadian,,https://ro.wiktionary.org/wiki/acadian,,,
acaju,N,MASC,acaju,,,acajou tree,,https://ro.wiktionary.org/wiki/acaju,,a.kaˈʒu,
acalmie,N,FEM,,,,lull,,https://ro.wiktionary.org/wiki/acalmie,needs plural confirmation,fr:accalmie,
acant,N,MASC,acanți,,,,,https://ro.wiktionary.org/wiki/acant,,aˈkant,
acantacee,N,FEM,acantacee,,,,,https://ro.wiktionary.org/wiki/acantacee,,a.kan.taˈʧe.e | fr:acanthacées,
acantocefal,N,MASC,acantocefali,,,Acanthocephalus,,https://ro.wiktionary.org/wiki/acantocefal,,,
acantoză,N,FEM,acantoze,,,acanthosis,,https://ro.wiktionary.org/wiki/acantoz%C4%83,,a.kanˈto.zə,
acantă,N,FEM,acante,,,acanthus,la,https://ro.wiktionary.org/wiki/acant%C4%83,,aˈkan.tə | fr:acanthe | tr:akantus | tr:akant,
acaparare,N,FEM,acaparări,,,seizure,,https://ro.wiktionary.org/wiki/acaparare,,,
acaparat,N,NEUT,acaparaturi,,,"seizure, taking by force",,https://en.wiktionary.org/wiki/acaparat,,ə.kə.pəˈɾat | a.ka.paˈɾat,
acaparatoare,N,FEM,acaparatoare,,,,,https://ro.wiktionary.org/wiki/acaparatoare,,a.ka.pa.raˈto̯a.re,
acaparator,N,MASC,acaparatori,,,predator,,https://ro.wiktionary.org/wiki/acaparator,,,
acar,N,MASC,acari,,,one who makes needles,la,https://ro.wiktionary.org/wiki/acar,,aˈkar,
acaret,N,NEUT,acareturi,,,shed,ar,https://ro.wiktionary.org/wiki/acaret,,,
acarian,N,MASC,acarieni,,,mite,,https://ro.wiktionary.org/wiki/acarian,,əˈkɛə.ɹi.ən | əˈkɛ.ɹi.ən | -ɛəɹiən,
acaricid,N,NEUT,acaricide,,,acaricide,,https://ro.wiktionary.org/wiki/acaricid,,,
acarinată,N,FEM,acarinate,,,ratite,,https://ro.wiktionary.org/wiki/acarinat%C4%83,,a.ka.riˈna.tə,
acarioză,N,FEM,acarioze,,,acariosis,,https://ro.wiktionary.org/wiki/acarioz%C4%83,,a.ka.ri'o.zə,
acarniță,N,FEM,acarnițe,,,needlecase,,https://ro.wiktionary.org/wiki/acarni%C8%9B%C4%83,,aˈkar.ni.t͡sə,
acatafazie,N,FEM,acatafazii,,,acataphasia,,https://ro.wiktionary.org/wiki/acatafazie,,fr:acataphasie,
acatalectic,ADJ,,,,,,,https://ro.wiktionary.org/wiki/acatalectic,,ˌeɪˌkæt.əˈlɛk.tɪk,
acatalepsie,N,FEM,acatalepsii,,,acatalepsy,,https://ro.wiktionary.org/wiki/acatalepsie,,,
acatist,N,NEUT,acatiste,,,akathist,cu,https://ro.wiktionary.org/wiki/acatist,,a.kaˈtist | fr:akathistos,
acatister,N,NEUT,acatistere,,,book of akathists,,https://en.wiktionary.org/wiki/acatister,,,
acaustobiolit,N,NEUT,acaustobiolite,,,acaustobiolith,,https://ro.wiktionary.org/wiki/acaustobiolit,,,
acaț,N,MASC,acați,,,black locust,,https://ro.wiktionary.org/wiki/aca%C8%9B,,aˈkaʦ,
acațiu,N,MASC,acații,,,,,https://ro.wiktionary.org/wiki/aca%C8%9Biu,,aˈka.ʦju,
accea,N,FEM,accele,,,akçe,,https://en.wiktionary.org/wiki/accea,,akˈt͡ʃe̯a,
accedere,N,FEM,accederi,,,accession,,https://ro.wiktionary.org/wiki/accedere,,ak.ˈt͡ʃe.de.re,
accelerare,N,FEM,accelerări,,,acceleration,,https://ro.wiktionary.org/wiki/accelerare,,at.t͡ʃe.leˈra.re,
accelerat,N,NEUT,accelerate,,,,,https://ro.wiktionary.org/wiki/accelerat,,ak.t͡ʃe.leˈrat,
accelerator,ADJ,,,,,accelerative,,https://ro.wiktionary.org/wiki/accelerator,,əkˈsɛl.əˌɹeɪ.tɚ | ækˈsɛl.əˌɹeɪ.tɚ | ɪkˈsɛl.əˌɹeɪ.tɚ,
accelerație,N,FEM,accelerații,,,acceleration,la,https://ro.wiktionary.org/wiki/accelera%C8%9Bie,,ak.t͡ʃe.leˈra.t͡si.e,
accelerațiune,N,FEM,accelerațiuni,,,,,https://ro.wiktionary.org/wiki/accelera%C8%9Biune,,,
accelerograf,N,NEUT,accelerografe,,,accelerograph,,https://ro.wiktionary.org/wiki/accelerograf,,,
accelerometru,N,NEUT,accelerometre,,,accelerometer,,https://ro.wiktionary.org/wiki/accelerometru,,tr:ivmeölçer | tr:akselerometre,
accent,N,NEUT,accente,,,emphasis,,https://ro.wiktionary.org/wiki/accent,,ˈak.sənt | ˈæk.sɛnt | -sənt | ˈɛk.sent | ækˈsɛnt | əkˈsen | əkˈsent | akˈsent | ɑɡ̊ˈsɑŋ | ɑɡ̊ˈsɛnˀd̥ | ɑkˈsɛnt | akˈsaŋ | ˈɑk.kent | akˈsɛnt | aˈsɛnt | akːˈsɛnːt | akːˈsaŋː,
accentuare,N,FEM,accentuări,,,emphasis,,https://ro.wiktionary.org/wiki/accentuare,,at.t͡ʃen.tuˈa.re | at.t͡ʃenˈtwa.re,
accentuat,ADJ,,,,,emphasized,,https://ro.wiktionary.org/wiki/accentuat,,ak.ʧen.tuˈat,
accentuație,N,FEM,accentuații,,,emphasis,,https://en.wiktionary.org/wiki/accentua%C8%9Bie,,,
accentuațiune,N,FEM,accentuațiuni,,,,,https://en.wiktionary.org/wiki/accentua%C8%9Biune,,,
acceptabil,ADJ,,,,,acceptable,,https://ro.wiktionary.org/wiki/acceptabil,,ak.ʧepˈta.bil | fr:acceptable | tr:uygun | tr:makbul,
acceptanță,N,FEM,,,,acceptance,,https://en.wiktionary.org/wiki/acceptan%C8%9B%C4%83,needs plural confirmation,,
acceptare,N,FEM,acceptări,,,acceptance,,https://ro.wiktionary.org/wiki/acceptare,,ak.ʧepˈta.re,
acceptat,N,NEUT,acceptaturi,,,accept,,https://ro.wiktionary.org/wiki/acceptat,,akt͡ʃepˈtat,
acceptație,N,FEM,acceptații,,,acceptance,,https://en.wiktionary.org/wiki/accepta%C8%9Bie,,,
acceptor,N,MASC,acceptori,,,,,https://en.wiktionary.org/wiki/acceptor,,əkˈsɛptə(ɹ) | əkˈsɛp.tɚ | ækˈsɛp.tɚ | akˈkɛp.tɔr | atˈt͡ʃɛp.tor,
accepție,N,FEM,accepții,,,acceptance,,https://ro.wiktionary.org/wiki/accep%C8%9Bie,,,
accepțiune,N,FEM,accepțiuni,,,,,https://ro.wiktionary.org/wiki/accep%C8%9Biune,,,
acces,N,NEUT,accese,,,access,la,https://ro.wiktionary.org/wiki/acces,,akˈt͡ʃes,
accesibil,ADJ,,,,,accessible,la,https://ro.wiktionary.org/wiki/accesibil,,ak.t͡ʃeˈsi.bil,
accesibilitate,N,FEM,,,,accessibility,la,https://ro.wiktionary.org/wiki/accesibilitate,needs plural confirmation,,
accesit,N,NEUT,accesituri,,,an honorable mention in an academic contest.,,https://en.wiktionary.org/wiki/accesit,,,
accesiune,N,FEM,accessiuni,,,accession,,https://ro.wiktionary.org/wiki/accesiune,,fr:accession,
accesoriu,N,NEUT,accesorii,,,accessory,,https://ro.wiktionary.org/wiki/accesoriu,,ak.ʧeˈso.rju | fr:accessoire | tr:yardımcı | tr:aksesuar | tr:eklenti,
accident,N,NEUT,accidente,accidenta,,,,https://ro.wiktionary.org/wiki/accident,,ˈæksɪdənt | ˈæksədənt | ˈæksədɪnt | ək.siˈðen | ək.siˈðent | ət.siˈðent | ak.siˈðent | ˌɑk.siˈdɛnt | ˈaksɪdɛnt,
accidental,ADJ,,,,,,,https://ro.wiktionary.org/wiki/accidental,,ak.t͡ʃi.denˈtal,
accidentare,N,FEM,accidentări,,,injury,,https://ro.wiktionary.org/wiki/accidentare,,,
accidentat,ADJ,,,,,injured,,https://ro.wiktionary.org/wiki/accidentat,,ək.si.ðənˈtat | ak.si.ðenˈtat,
acciz,N,NEUT,accize,,,excise,,https://ro.wiktionary.org/wiki/acciz,,,
accizar,N,MASC,accizari,,,exciseman,,https://en.wiktionary.org/wiki/accizar,,,
accizare,N,FEM,accizări,,,applying the excise tax,,https://en.wiktionary.org/wiki/accizare,,,
acciză,N,NEUT,accize,,,"excise, excise tax",,https://ro.wiktionary.org/wiki/acciz%C4%83,,ak'ʧi.zə,
acefal,ADJ,,,,,"acephalous, headless",,https://ro.wiktionary.org/wiki/acefal,,aˈt͡sɛ.fal,
acefalie,N,FEM,,,,acephaly,,https://ro.wiktionary.org/wiki/acefalie,needs plural confirmation,,
aceracee,N,FEM,,,,,,https://ro.wiktionary.org/wiki/aceracee,needs plural confirmation,fr:acéracée,
aceratherium,N,MASC,,,,,,https://en.wiktionary.org/wiki/aceratherium,needs plural confirmation,,
acerb,ADJ,,,,,"harsh, unkind",la,https://ro.wiktionary.org/wiki/acerb,,əˈsɜːb | əˈsɜɹb,
aceră,N,FEM,acere,,,eagle,,https://ro.wiktionary.org/wiki/acer%C4%83,,ˈa.t͡ʃe.rə,
acetaldehidă,N,FEM,acetaldehide,,,acetaldehyde,,https://ro.wiktionary.org/wiki/acetaldehid%C4%83,,a.ʧet.al.de'hi.də,
acetamidă,N,FEM,acetamide,,,acetamide,,https://ro.wiktionary.org/wiki/acetamid%C4%83,,a.ʧet.a'mi.də,
acetat,N,MASC,acetați,,,,,https://ro.wiktionary.org/wiki/acetat,,ə.səˈtat | a.seˈtat | asəˈtæˀd | asɛˈtɑːt | aˈt͡sɛ.tat | at͡sětaːt,
acetazolamidă,N,FEM,acetazolamide,,,acetazolamide,,https://ro.wiktionary.org/wiki/acetazolamid%C4%83,,a.ʧet.a.zo.la'mi.də,
acetic,ADJ,,,,,,,https://ro.wiktionary.org/wiki/acetic,,aˈt͡ʃe.tik,
acetificare,N,FEM,acetìfico,,,acetification,,https://ro.wiktionary.org/wiki/acetificare,,a.t͡ʃe.ti.fiˈka.re | aθetifiˈkaɾe | a.θe.t̪i.fiˈka.ɾe | asetifiˈkaɾe | a.se.t̪i.fiˈka.ɾe,
acetil,N,MASC,acetili,,,acetyl,,https://ro.wiktionary.org/wiki/acetil,,a.t͡ʃeˈtil,
acetilacetic,ADJ,,,,,acetoacetic,,https://en.wiktionary.org/wiki/acetilacetic,,,
acetilare,N,FEM,acetilări,,,acetylation,,https://ro.wiktionary.org/wiki/acetilare,,a.t͡ʃe.tiˈla.re,
acetilenic,ADJ,,,,,acetylenic,,https://en.wiktionary.org/wiki/acetilenic,,,
acetilenă,N,FEM,acetilenă,,,acetylene,,https://ro.wiktionary.org/wiki/acetilen%C4%83,,a.ʧe.ti'le.nə,
acetilsalicilic,ADJ,,,,,acetylsalicylic,,https://ro.wiktionary.org/wiki/acetilsalicilic,,a.t͡ʃeˌtil.sa.liˈt͡ʃi.lik,
acetilură,N,FEM,acetiluri,,,acetylide,,https://ro.wiktionary.org/wiki/acetilur%C4%83,,a.ʧe.ti'lu.rə,
acetobutirat,N,MASC,acetobutirați,,,acetobutyrate,,https://ro.wiktionary.org/wiki/acetobutirat,,,
acetofenonă,N,FEM,acetofenone,,,acetophenone,,https://ro.wiktionary.org/wiki/acetofenon%C4%83,,a.ʧe.to.fe'no.nə,
acetonemie,N,FEM,,,,acetonemia,,https://ro.wiktionary.org/wiki/acetonemie,needs plural confirmation,,
acetonurie,N,FEM,,,,,,https://ro.wiktionary.org/wiki/acetonurie,needs plural confirmation,,
acetonă,N,FEM,acetone,,,acetone,,https://ro.wiktionary.org/wiki/aceton%C4%83,,a.ʧe'to.nə,
acetos,ADJ,,,,,vinegary,,https://en.wiktionary.org/wiki/acetos,,,
achenă,N,FEM,achene,,,achene,,https://ro.wiktionary.org/wiki/achen%C4%83,,aˈke.nə,
acherontic,ADJ,,,,,Acherontic,,https://ro.wiktionary.org/wiki/acherontic,,,
acheuleean,N,NEUT,acheuleeni,,,Acheulean,,https://ro.wiktionary.org/wiki/acheuleean,,a.ʃø.le.e̯an,
acheț,N,NEUT,achețe,,,needlecase,,https://en.wiktionary.org/wiki/ache%C8%9B,,,
achiesare,N,FEM,achiesări,,,acquiescence,,https://ro.wiktionary.org/wiki/achiesare,,,
achilie,N,FEM,achilii,,,,,https://ro.wiktionary.org/wiki/achilie,,,
achinezie,N,FEM,,,,akinesia,,https://ro.wiktionary.org/wiki/achinezie,needs plural confirmation,,
achingiu,N,MASC,achingii,,,"raider, plunderer",,https://ro.wiktionary.org/wiki/achingiu,,,
achitare,N,FEM,achitări,,,acquittal,,https://ro.wiktionary.org/wiki/achitare,,,
achitat,ADJ,,,,,paid,,https://ro.wiktionary.org/wiki/achitat,,a.kiˈtat,
achiu,N,MASC,achii,,,celery,,https://ro.wiktionary.org/wiki/achiu,,aˈkʲu,
achizitiv,ADJ,,,,,acquisitional,,https://en.wiktionary.org/wiki/achizitiv,,,
achizitoare,N,FEM,achizitoare,,,,,https://ro.wiktionary.org/wiki/achizitoare,,,
achizitor,N,MASC,achizitori,,,acquisitor,,https://ro.wiktionary.org/wiki/achizitor,,,
achiziție,N,FEM,achiziții,,,acquisition,la,https://ro.wiktionary.org/wiki/achizi%C8%9Bie,,akiˈzit͡si.e,
achiziționare,N,FEM,achiziționări,,,purchase,,https://ro.wiktionary.org/wiki/achizi%C8%9Bionare,,a.ki.zi.t͡si.oˈnare,
achizițiune,N,FEM,achizițiuni,,,,,https://en.wiktionary.org/wiki/achizi%C8%9Biune,,,
acianopsie,N,FEM,acianopsie,,,acyanopsia,,https://ro.wiktionary.org/wiki/acianopsie,,,
aciclic,ADJ,,,,,acyclic,,https://ro.wiktionary.org/wiki/aciclic,,fr:acyclique,
acicul,N,MASC,aciculi,,,acicle,,https://ro.wiktionary.org/wiki/acicul,,fr:acicule,
acicular,ADJ,,,,,,,https://ro.wiktionary.org/wiki/acicular,,əˈsɪk.jə.lɚ | -ɪkjʊlə(ɹ) | a.si.kuˈlaʁ | a.si.kuˈlah | a.si.kuˈlaɾ | a.si.kuˈlaχ | a.si.kuˈlaɻ | ɐ.si.kuˈlaɾ | ɐ.si.kuˈla.ɾi | aθikuˈlaɾ | a.θi.kuˈlaɾ | asikuˈlaɾ,
acid,N,MASC,acizi,acidifica,,,la,https://ro.wiktionary.org/wiki/acid,,aˈt͡ʃid,
acidamină,N,FEM,acidamine,,,acidamine,,https://ro.wiktionary.org/wiki/acidamin%C4%83,,a.ʧi.da'mi.nə,
acidemie,N,FEM,acidemii,,,acidaemia,,https://en.wiktionary.org/wiki/acidemie,,,
acidificabil,ADJ,,,,,acidifiable,,https://en.wiktionary.org/wiki/acidificabil,,,
acidificant,ADJ,,,,,acidifier,,https://en.wiktionary.org/wiki/acidificant,,,
acidificare,N,FEM,acidificări,,,acidification,,https://ro.wiktionary.org/wiki/acidificare,,a.t͡ʃi.di.fiˈka.re | aθidifiˈkaɾe | a.θi.ð̞i.fiˈka.ɾe | asidifiˈkaɾe | a.si.ð̞i.fiˈka.ɾe,
acidificat,ADJ,,,,,acidified,,https://ro.wiktionary.org/wiki/acidificat,,ə.si.ði.fiˈkat | a.si.ði.fiˈkat,
acidimetrie,N,FEM,acidimetrii,,,acidimetry,,https://ro.wiktionary.org/wiki/acidimetrie,,,
acidimetru,N,NEUT,acidimetre,,,,,https://ro.wiktionary.org/wiki/acidimetru,,,
aciditate,N,FEM,,,,acidity,,https://ro.wiktionary.org/wiki/aciditate,needs plural confirmation,,
acidofil,ADJ,,,,,acidophilic,,https://ro.wiktionary.org/wiki/acidofil,,,
acidoză,N,FEM,acidoză,,,,,https://ro.wiktionary.org/wiki/acidoz%C4%83,,a.ʧi'do.zə,
acidulare,N,FEM,acidulări,,,acidulation,,https://ro.wiktionary.org/wiki/acidulare,,a.t͡ʃi.duˈla.re,
acidulat,ADJ,,,,,"fizzy, sour",,https://ro.wiktionary.org/wiki/acidulat,,a.ʧi.duˈlat,
acil,N,MASC,acili,,,,,https://ro.wiktionary.org/wiki/acil,,,
acinos,ADJ,,,,,acinar,,https://ro.wiktionary.org/wiki/acinos,,"),",
acintuș,N,MASC,acintuși,,,iris,,https://en.wiktionary.org/wiki/acintu%C8%99,,,
acioaie,N,FEM,,,,bronze,it,https://ro.wiktionary.org/wiki/acioaie,needs plural confirmation,atʃiˈo̯aje,
acioală,N,FEM,acioale,,,shelter,,https://ro.wiktionary.org/wiki/acioal%C4%83,,aˈʧjo̯a.lə,
acioat,ADJ,,,,,,,https://en.wiktionary.org/wiki/acioat,,,
aciolat,ADJ,,,,,sheltered,,https://en.wiktionary.org/wiki/aciolat,,,
acipensericultură,N,FEM,,,,acipenserid aquaculture,,https://ro.wiktionary.org/wiki/acipensericultur%C4%83,needs plural confirmation,a.ʧi.pen.se.ri.kul'tu.rə,
acipenserid,N,MASC,acipenserizi,,,,,https://ro.wiktionary.org/wiki/acipenserid,,,
aciu,N,MASC,acii,,,carpenter,,https://en.wiktionary.org/wiki/aciu,,ˈa.ʃu | ˈa.ʃʊ | -aʃʊ,
aciuare,N,FEM,,,,sheltering,,https://ro.wiktionary.org/wiki/aciuare,needs plural confirmation,a.ʧjuˈa.re,
aciuat,ADJ,,,,,sheltered,,https://en.wiktionary.org/wiki/aciuat,,,
aciuaș,N,NEUT,aciuașe,,,refuge,,https://ro.wiktionary.org/wiki/aciua%C8%99,,a.ʧjuˈaʃ,
aciuiat,ADJ,,,,,sheltering,,https://en.wiktionary.org/wiki/aciuiat,,,
aclamare,N,FEM,aclamări,,,acclamation,,https://ro.wiktionary.org/wiki/aclamare,,,
aclamat,N,NEUT,aclamaturi,,,acclamation,,https://en.wiktionary.org/wiki/aclamat,,ə.kləˈmat | a.klaˈmat,
aclamație,N,FEM,aclamații,,,acclamation,,https://ro.wiktionary.org/wiki/aclama%C8%9Bie,,,
aclamațiune,N,FEM,aclamațiuni,,,,,https://en.wiktionary.org/wiki/aclama%C8%9Biune,,,
aclimatare,N,FEM,,,,acclimatization,,https://ro.wiktionary.org/wiki/aclimatare,needs plural confirmation,,
aclimatat,N,NEUT,aclimataturi,,,acclimatization,,https://en.wiktionary.org/wiki/aclimatat,,,
aclimatație,N,FEM,aclimatații,,,acclimatization,,https://en.wiktionary.org/wiki/aclimata%C8%9Bie,,,
aclimatizare,N,FEM,aclimatizări,,,acclimatization,,https://ro.wiktionary.org/wiki/aclimatizare,,,
aclimatizat,ADJ,,,,,acclimatized,,https://en.wiktionary.org/wiki/aclimatizat,,,
aclinic,ADJ,,,,,,,https://ro.wiktionary.org/wiki/aclinic,,,
acnee,N,FEM,,,,acne,,https://ro.wiktionary.org/wiki/acnee,needs plural confirmation,akˈne.e | fr:acné | tr:akne,
acneiform,ADJ,,,,,,,https://en.wiktionary.org/wiki/acneiform,,,
acol,N,NEUT,acoluri,,,,,https://en.wiktionary.org/wiki/acol,,ˈɑː.kol,
acoladă,N,FEM,acolade,,,curly bracket,,https://ro.wiktionary.org/wiki/acolad%C4%83,,a.koˈla.də,
acolie,N,FEM,,,,acholia,,https://ro.wiktionary.org/wiki/acolie,needs plural confirmation,,
acolisire,N,FEM,acolisiri,,,pestering,,https://en.wiktionary.org/wiki/acolisire,,,
acolisit,ADJ,,,,,pestered,,https://en.wiktionary.org/wiki/acolisit,,,
acolisitură,N,FEM,acolisituri,,,insistence,,https://en.wiktionary.org/wiki/acolisitur%C4%83,,,
acolit,N,MASC,acoliți,,,acolyte,,https://ro.wiktionary.org/wiki/acolit,,,
acolitat,N,NEUT,,,,acolyteship,,https://en.wiktionary.org/wiki/acolitat,needs plural confirmation,,
acolită,N,FEM,acolite,,,,,https://ro.wiktionary.org/wiki/acolit%C4%83,,a.ko'li.tə,
acomercial,ADJ,,,,,noncommercial,,https://en.wiktionary.org/wiki/acomercial,,,
acomodabil,ADJ,,,,,adaptable,,https://ro.wiktionary.org/wiki/acomodabil,,,
acomodare,N,FEM,acomodări,,,accommodation,,https://ro.wiktionary.org/wiki/acomodare,,,
acomodat,N,NEUT,acomodaturi,,,accommodation,,https://en.wiktionary.org/wiki/acomodat,,ə.ku.muˈðat | ə.ko.moˈðat | a.ko.moˈðat,
acomodație,N,FEM,acomodații,,,adjustment,,https://en.wiktionary.org/wiki/acomoda%C8%9Bie,,,
acomodeală,N,FEM,acomodeli,,,accommodation,,https://en.wiktionary.org/wiki/acomodeal%C4%83,,,
acompaniament,N,NEUT,acompaniamente,,,accompaniment,,https://ro.wiktionary.org/wiki/acompaniament,,,
acompaniat,ADJ,,,,,accompanied,,https://en.wiktionary.org/wiki/acompaniat,,,
acompaniatoare,N,FEM,acompaniatoare,,,,,https://ro.wiktionary.org/wiki/acompaniatoare,,,
acompaniator,N,MASC,acompaniatori,,,accompanist,,https://ro.wiktionary.org/wiki/acompaniator,,,
acompaniere,N,FEM,acompanieri,,,accompaniment,,https://en.wiktionary.org/wiki/acompaniere,,,
acondroplazie,N,FEM,acondroplazie,,,achondroplasia,,https://ro.wiktionary.org/wiki/acondroplazie,,,
aconit,N,MASC,aconiți,,,aconite,,https://ro.wiktionary.org/wiki/aconit,,az:akonit | fr:aconit | tr:kurtboğan,
aconitină,N,FEM,aconitine,,,aconitine,,https://ro.wiktionary.org/wiki/aconitin%C4%83,,a.ko.ni'ti.nə,
acont,N,NEUT,aconturi,,,"down payment, advance payment",fr,https://ro.wiktionary.org/wiki/acont,,,
acontare,N,FEM,acontări,,,advance payment,,https://ro.wiktionary.org/wiki/acontare,,,
aconto,N,NEUT,acontouri,,,,,https://ro.wiktionary.org/wiki/aconto,,aˈkon.to,
acopereală,N,FEM,acopereli,,,cover,,https://en.wiktionary.org/wiki/acopereal%C4%83,,,
acoperemânt,N,NEUT,acopereminte,,,,,https://ro.wiktionary.org/wiki/acoperem%C3%A2nt,,a.ko.pe.re'mɨnt,
acoperire,N,FEM,acoperiri,,,covering,,https://ro.wiktionary.org/wiki/acoperire,,,
acoperit,ADJ,,,,,covered,,https://ro.wiktionary.org/wiki/acoperit,,a.ko.peˈrit,
acoperitoare,N,FEM,acoperitoare,,,cover,,https://ro.wiktionary.org/wiki/acoperitoare,,,
acoperitor,ADJ,,,,,covering,,https://ro.wiktionary.org/wiki/acoperitor,,,
acoperitură,N,FEM,acoperituri,,,covering,,https://en.wiktionary.org/wiki/acoperitur%C4%83,,,
acoperiș,N,NEUT,acoperișuri,,,roof,,https://ro.wiktionary.org/wiki/acoperi%C8%99,,a.ko.pe'riʃ | sq:çati | fr:toit | tr:çatı | tr:örtü,
acoperământ,N,NEUT,acoperăminte,,,"cover, something that covers",,https://ro.wiktionary.org/wiki/acoper%C4%83m%C3%A2nt,,a.ko.pe.rəˈmɨnt | fr:revêtement,
acord,N,NEUT,acorduri,,,accord,it,https://ro.wiktionary.org/wiki/acord,,əˈkɔrt | aˈkɔɾt | ˈækɔɹd,
acordabil,ADJ,,,,,grantable,,https://ro.wiktionary.org/wiki/acordabil,,fr:accordable,
acordaj,N,NEUT,acordaje,,,tuning,,https://ro.wiktionary.org/wiki/acordaj,,a.kor'daʒ,
acordantă,N,FEM,acordante,,,,,https://ro.wiktionary.org/wiki/acordant%C4%83,,a.kor'dan.tə,
acordare,N,FEM,acordări,,,grant,,https://ro.wiktionary.org/wiki/acordare,,,
acordat,ADJ,,,,,granted,,https://ro.wiktionary.org/wiki/acordat,,ə.kurˈdat | ə.korˈdat | a.koɾˈðat,
acordeon,N,NEUT,acordeoane,,,accordion,,https://ro.wiktionary.org/wiki/acordeon,,fr:accordéon | tr:akordiyon,
acordeonist,N,MASC,acordeoniști,,,accordionist,,https://ro.wiktionary.org/wiki/acordeonist,,,
